Date,Event Name,Placement,Earning
22-Jan-2023,"$ 98,000 + 1,000 No Limit Hold'em - PCA Super High Roller (Event #1)PokerStars Caribbean Adventure - PCA & PSPC 2023, Nassau",6th,"$ 369,000"
15-Dec-2022,"€ 24,500 + 500 No Limit Hold'em (Event #37)European Poker Tour - EPT Prague, Prague",3rd,"$ 14,378"
09-Dec-2022,"€ 24,500 + 500 No Limit Hold'em (Event #10)European Poker Tour - EPT Prague, Prague",3rd,"$ 149,000"
06-Nov-2022,"€ 5,000 Pot Limit Omaha (Bracelet Event #6)World Series of Poker Europe - WSOPE 2022, Rozvadov",16th,"$ 114,117"
21-Oct-2022,"£ 48,510 + 1,490 No Limit Hold'em - EPT London Super High Roller (Event #16)European Poker Tour - EPT London, London",6th,"$ 123,600"
25-Sep-2022,"$ 400 No Limit Hold'em - The Closer ONLINE (Online Bracelet Event #32)World Series of Poker - WSOP ONLINE 2022 at GGPoker (International), Online",530th,"$ 320,900"
28-Aug-2022,"$ 1,500 No Limit Hold'em - Millionaire Maker ONLINE (Online Bracelet Event #13)World Series of Poker - WSOP ONLINE 2022 at GGPoker (International), Online",320th,"$ 138,711"
24-May-2022,"€ 150,000 No Limit Short Deck Hold'em Ante Only (Event #13)Triton Poker Series Madrid, Madrid",2nd,"$ 100,368"
14-May-2022,"€ 30,000 No Limit Hold'em - 7-Handed (Event #2)Triton Poker Series Madrid, Madrid",6th,"$ 10,750"
03-May-2022,"€ 50,000 No Limit Hold'em (Event 26)European Poker Tour - EPT Monte Carlo, Monte Carlo",5th,"$ 148,481"
14-Apr-2022,"$ 50,000 No Limit Hold'em - SHRS Europe #8Super High Roller Series - SHRS Europe presented by Luxon Pay, Kyrenia",2nd,$ 694
11-Apr-2022,"$ 25,000 No Limit Hold'em - 25K TurboSuper High Roller Series - SHRS Europe presented by Luxon Pay, Kyrenia",3rd,"$ 3,256"
06-Apr-2022,"$ 75,000 No Limit Short Deck Hold'em - Triton Cyprus #5Triton Poker Cyprus - Special Edition, Kyrenia",5th,"$ 1,266,995"
10-Mar-2022,"€ 5,000 + 300 No Limit Hold'em - EPT Main Event (Event #20)European Poker Tour - EPT Prague, Prague",69th,"$ 174,027"
24-Aug-2021,"$ 5,000 No Limit Short Deck Hold'em Championship ONLINE (Event #18)World Series of Poker - WSOP ONLINE 2021 at GGPoker (International), Online",4th,"$ 156,209"
15-Aug-2021,"$ 10,000 No Limit Hold'em - Super MILLION$ High Roller ONLINE (Event #11)World Series of Poker - WSOP ONLINE 2021 at GGPoker (International), Online",50th,"$ 456,000"
03-Aug-2021,"$ 2,500 Limit Hold'em Championship ONLINE (Event #3)World Series of Poker - WSOP ONLINE 2021 at GGPoker (International), Online",17th,"$ 124,000"
01-Aug-2021,"$ 1,111 No Limit Hold'em - Caesars Cares Charity Event ONLINE (Event #2) World Series of Poker - WSOP ONLINE 2021 at GGPoker (International), Online",24th,"$ 268,000"
17-Jan-2021,"$ 3,000 + 200 No Limit Hold'em - WPT Montreal Main EventWorld Poker Tour - WPT Montreal Online, Online",91st,"$ 16,238"
26-Aug-2020,"$ 1,000 No Limit Hold'em 6-Handed (Event #73)World Series of Poker - WSOP Online 2020 at GGPoker, Online",297th,"$ 63,918"
16-Aug-2020,"$ 500 No Limit Hold'em Mini Main Event (Event #63)World Series of Poker - WSOP Online 2020 at GGPoker, Online",887th,"$ 28,363"
