Date,Event Name,Placement,Earning
31-Aug-2021,"$ 600 No Limit Hold'em - Deepstack Championship ONLINE (Event #23)World Series of Poker - WSOP ONLINE 2021 at GGPoker (International), Online",199th,"$ 9,299"
16-Aug-2021,"$ 400 Pot Limit Omaha - PLOSSUS ONLINE (Event #17)World Series of Poker - WSOP ONLINE 2021 at GGPoker (International), Online",121st,$ 439
02-Aug-2021,"$ 1,500 No Limit Hold'em - Millionaire Maker ONLINE (Event #7)World Series of Poker - WSOP ONLINE 2021 at GGPoker (International), Online",28th,"$ 1,713"
05-Sep-2020,"$ 1,050 No Limit Hold'em - Beat the Pros [Bounty] (Event #82)World Series of Poker - WSOP Online 2020 at GGPoker, Online",231st,"$ 1,378"
16-Aug-2020,"$ 500 No Limit Hold'em Mini Main Event (Event #63)World Series of Poker - WSOP Online 2020 at GGPoker, Online",1405th,"$ 11,750"
11-Aug-2020,"$ 5,000 No Limit Hold'em 6-Handed Championship (Event #58)World Series of Poker - WSOP Online 2020 at GGPoker, Online",70th,"$ 2,961"
09-Aug-2020,"$ 1,500 No Limit Hold'em - GGMasters WSOP High Roller Edition [Freezeout] (Event #56)World Series of Poker - WSOP Online 2020 at GGPoker, Online",40th,"$ 1,444"
02-Aug-2020,"$ 1,500 MILLIONAIRE MAKER (Event #48)World Series of Poker - WSOP Online 2020 at GGPoker, Online",670th,"$ 12,511"
19-Jul-2020,"$ 1,111 Every 1 for Covid Relief (Event #33)World Series of Poker - WSOP Online 2020 at GGPoker, Online",319th,"$ 8,721"
09-Dec-2019,"€ 50,000 No Limit Hold'em - EPT Super High Roller (Event #12)European Poker Tour - EPT Prague, Prague",2nd,"$ 2,115"
23-Nov-2019,"$ 1,000 + 100 No Limit Hold'em - Last Chance Turbopartypoker LIVE - partypoker MILLIONS World Bahamas, Nassau",8th,"$ 2,249"
28-Oct-2019,"€ 550 No Limit Hold'em - The Colossus (Event #15)World Series of Poker Europe - WSOPE 2019, Rozvadov",1st,"$ 554,991"
