Date,Event Name,Placement,Earning
04-May-2018,"€ 3,200 No Limit Hold'em - 6 Handed #39European Poker Tour - EPT Monte Carlo, Monte Carlo",15th,"$ 6,446"
13-Apr-2018,"€ 10,000 + 300 No Limit Hold'em - High Roller #9partypoker LIVE - partypoker MILLIONS Barcelona Grand Final, Barcelona",20th,"$ 30,852"
27-Oct-2017,"HK$ 240,000 + 10,000 No Limit Hold'em - High Roller2017 Asia Championship of Poker (ACOP), Macau",5th,"HK$ 960,000"
08-Jul-2017,"$ 10,000 No Limit Hold'em - Main Event Championship (Event #73)48th World Series of Poker - WSOP 2017, Las Vegas",43rd,"$ 123,039"
26-Jun-2017,"$ 10,000 Pot Limit Omaha Hi/Lo - Championship (Event #51)48th World Series of Poker - WSOP 2017, Las Vegas",21st,"$ 176,399"
18-Jun-2017,"$ 5,000 No Limit Hold'em - 6 Handed (Event #36)48th World Series of Poker - WSOP 2017, Las Vegas",49th,"$ 16,675"
07-Jun-2017,"$ 10,000 No Limit Hold'em - Heads-Up Championship (Event #15)48th World Series of Poker - WSOP 2017, Las Vegas",12th,"$ 8,734"
03-May-2017,"€ 25,750 No Limit Hold'em - PokerStars Championship High Roller Eight Max (Event 57)PokerStars Championship presented by Monte-Carlo Casino, Monte Carlo",4th,"$ 26,711"
30-Mar-2017,"HK$ 80,000 + 2,400 No Limit Hold'em #3PokerStars Championship Macau, Macau",7th,"$ 419,374"
14-Jan-2017,"$ 10,000 + 200 No Limit Hold'em - Turbo Super Knockout (Event #87)PokerStars Championship Bahamas, Paradise Island",6th,"HK$ 346,400"
09-Jan-2017,"$ 10,200 No Limit Hold'em - Hyper Turbo (Event #94)PokerStars Championship Bahamas, Paradise Island",1st,"$ 44,589"
28-Aug-2016,"€ 10,000 + 200 No Limit Hold'em - Turbo Bounty 8 Handed (Event #60)European Poker Tour - EPT Barcelona, Barcelona",2nd,"$ 10,860"
08-Jul-2016,"$ 111,111 No Limit Hold'em High Roller for One Drop (single re-entry) (Event #67)47th World Series of Poker - WSOP 2016, Las Vegas",17th,"$ 58,200"
23-Jun-2016,"$ 10,000 No Limit Hold'em 6-Handed  Championship (Event #39)47th World Series of Poker - WSOP 2016, Las Vegas",30th,"$ 69,446"
30-Apr-2016,"€ 5,000 + 300 No Limit Hold'em - EPT Main Event #28European Poker Tour - EPT Monte Carlo Grand Final, Monte Carlo",8th,"$ 187,576"
29-Jan-2016,"A$ 2,250 + 250 No Limit Holdem Shot Clock  Six Max (Event #19)2016 Aussie Millions Poker Championship, Melbourne",18th,"$ 20,767"
09-Dec-2015,"€ 1,000 + 100 #36 No Limit Hold'em - HyperturboEuropean Poker Tour - EPT Prague, Prague",16th,"$ 104,731"
24-Aug-2015,"€ 5,000 + 300 No Limit Hold'em - EPT Main Event #29European Poker Tour - EPT Barcelona, Barcelona",136th,"A$ 6,920"
30-Jun-2015,"$ 1,111 No Limit Hold'em Little One for One-Drop (Event #61)46th World Series of Poker - WSOP 2015, Las Vegas",204th,"$ 4,886"
04-Jun-2015,"$ 10,000 Pot Limit Hold'em Championship (Event #15)46th World Series of Poker - WSOP 2015, Las Vegas",6th,"$ 2,563"
02-May-2015,"€ 10,000 + 600 No Limit Hold'em - EPT Main Event (Event #27)European Poker Tour - EPT Monte Carlo Grand Final, Monte Carlo",17th,"$ 13,090"
26-Mar-2015,"€ 1,000 + 100 #58 No Limit Hold'emEuropean Poker Tour - EPT Malta, St. Julian’s",2nd,"$ 3,074"
